author,comment,replied_to
@VinhNguyen-ri8jh,"...⭐️⭐️⭐️ If looking at gdp to evaluate Vietnam's living standards is wrong because Vietnam's gdp is not calculated most accurately, many of the houses on the street are freely operated, rented and in Vietnam there are Up to 70-75% of the population living in rural areas freely engage in agricultural production, animal husbandry, aquaculture, fishing, and thousands of craft villages in rural areas are not included in GDP. The government also does not need to count them in GDP to receive preferential loans",
@NguyenTan-m8g,Cảm ơn bạn đánh giá rất chính sác,@VinhNguyen-ri8jh
@nguyenthinh1036,"Về quê mới thấy , nhiều người làm nông nghiệp, làm dịch vụ với thu nhập cao, Tôi cũng đã hỏi họ và không thấy ai thu thuế hay thống kê gì cả.",@VinhNguyen-ri8jh
@Toanngo9999,"@@nguyenthinh1036mặt hàng nông nghiệp của người dân được miễn thuế nhá bạn nên việc kê khai là không cần, còn nếu đánh thuế thì xác định giá cả hàng hóa nông nghiệp mà mình sử dụng hàng ngày sẽ buộc phải tăng giá và điều nữa là đại đa số nông dân thu nhập ở mức thấp nếu không đi làm thuê thêm việc gì đó",@VinhNguyen-ri8jh
@hoaivinh6258,"also Vietnam still use lots of cash in every day trading with no tax, so GDP is actually higher.",@VinhNguyen-ri8jh
@minhtan198,"Vietnam evades a lot of taxes. Front-facing houses for rent cost 1000-3000$/month. But only declare $200-400. If the government does this issue well, it will have a huge budget source.",@VinhNguyen-ri8jh
@MSDGroup-ez6zk,Bill Clinton has signed an agreement with Vietnam to make it world manufactures to replace China. That's why Vietnam has experienced 0% for its import fee to the USA as its status as a developing country thus it will experience special treatment for export Import.,
@jacobwwarner,"Vietnam is a much smaller geographic and population than China and India. So, it would take less development in energy and transportation infrastructure and key human services like health care and education to impact a larger percentage of the overall population.",
@EPluribusUnumSemper,"It will seem like they’re rich compare to their conditions before, but as long as corruption remains rampant, it will never reach the level of Taiwan, South Korea, or Japan. A look at China and we see a nation with 100 times the potential of Vietnam and it’s hindered by the whims of single person. Their tech industry was stunted overnight because they were seen as a threat to the power that be. Capital is fleeing because profits couldn’t be guaranteed. Chinese with money at all levels, including CCP members, are sending their money and even their children, their future, to the West. Vietnam is no different, the children of the top party members are living outside of Vietnam, some of their grandchildren don’t even speak Vietnamese. If the leadership of the country see no future in Vietnam, there’s no chance for the average Vietnamese.",
@GauravK-u6d,I am optimistic about Vietnam.🇻🇳  I am sure it will become rich country. Love from India.🇮🇳,
@AddictedGamer-tt6xn,India is in a render of doubt too lol,@GauravK-u6d
@MSDGroup-ez6zk,Bill Clinton has signed an agreement with Vietnam to make it world manufactures to replace China. That's why Vietnam has experienced 0% for its import fee to the USA as its status as a developing country thus it will experience special treatment for export Import.,@GauravK-u6d
@khiemao8852,"bro, you dont know any thing about vietnam , im from this country so i know well",@GauravK-u6d
@ShivamSingh-jv4fm,​@@khiemao8852every country has its own problems brother?,@GauravK-u6d
@GauravK-u6d,"@@khiemao8852 Sure, I do not know what is happening inside your country. But I can tell you what's happening in India. Vietnam was most googled tourist destination for Indians in 2023.Its giving competition to Indian tourism due to affordable hotel rates. There is also a surge in solo traveling to Vietnam from India.I personally see more made in Vietnam in India. My samsung charger, Omron blood pressure machine, water bottles, pencil cases in my home are all made in Vietnam.",@GauravK-u6d
@张扬-g4v,越南会的，已经有这些年的发展经验，现在不会变慢，但越南天热还会停电，这说明电力不足，这个一定要得到解决。,
@张扬-g4v,@@quocvu1337 种瓜得瓜，确实。专注于发展就会发展，美国专注于制造混乱，所以他们的武器更先进，发展则被中国追赶。,@张扬-g4v
@tom4488,I mean yea need more power production in the summer,@张扬-g4v
@nguyennghiathuong8889,Thank you our country will have enough electricity in recent years because Vietnam Electricity Corporation had problems so it was arrested.,@张扬-g4v
@kdt9154,I remember that just 2 years ago America and China both lacked electricity :)) they must be a poor country 😂,@张扬-g4v
@张扬-g4v,@@kdt9154 是的，中国确实贫穷也许还很缺电。我也很无奈,@张扬-g4v
@nguyentiensu3825,"Boat people are chinese not vietnamese 😂😂😂, those bat-eater contribute noting to our country",
@oooobamasan,"SEA nations are prone to the middle income trap. Only the late four tiger economies managed to escape it. Thailand, Malaysia were all promising but turned out to be sad.",
@angkhoanguyen6114,"Vietnam has different culture than Thailand and Malaysia and similar to Korea Japan and China, therefore we will escape middle income trap.",@oooobamasan
@tomacaroni,"It’s important for Vietnamese people to understand that quick money isn’t the way to go. Vietnamese ppl are hard workers but I’ve seen a lot of ppl who are just thinking about now and not about the future. The decisions are often made for the „quick buck“. I’m talking about the majority of the ppl, ofc not everyone.",@oooobamasan
@angkhoanguyen6114,@@tomacaroni Not all òf Vietnamese are short-sighted. Many of us have big dream and dedication alongside the supports of our government will help us advance more.,@oooobamasan
@tomacaroni,"@@angkhoanguyen6114 yeah, right. That’s why I said a lot of, not all. If more people get this mindset of sustainability, there will be a bright future for Vietnam",@oooobamasan
@vietnamese1016,"​@@tomacaroniCan you provide some proofs to back your statement up, please.",@oooobamasan
@M10-g9s,"Our country never will. U’ll know that when u know how terrible our gov is. The education system is absolutely rotten, n thats happening with the environment as well. We’re just getting lucky now, but in the long term, no, no sign of sustainable growth at all.",
@tom4488,​@@quocvu1337 is bad people still relying on college degree to find jobs and those worth nothing as you can learn most of it by your self but because you cant find jobs if you dont have one or multiple or even higher degrees,@M10-g9s
@d.b.2215,"​@@quocvu1337Vietnam doesn't have as many nhân tài as China. Our population is 13x SMALLER than theirs, lol",@M10-g9s
@Thanoss188a,@@d.b.2215 true,@M10-g9s
@jerjai252,อีหน่อยก้อจะแซงไทย😮,
@UniversalWiz69,"Vietnam and Bangladesh was similar in 90's now Vietnam progressed twice of Bangladesh
Bangladesh is lacked for corruption and looting by governments",
@QuanHaz,Bro. I'm Vietnamese. We also have corruption by government but i hope it's will reduce,@UniversalWiz69
@NTTrung207,"@@QuanHaz nó sẽ giảm nhưng không thể nhanh vì chúng ta chưa đủ giàu có nên ""họ"" luôn muốn tìm kiếm quyền lực và tài chính cho mình",@UniversalWiz69
@ngothuat2045,"Bangladesh has taken away Vietnam's textile market share and become the world's No. 2 textile exporting country thanks to lower labor costs. Congratulations to you. However, it is true that Bangladesh still has many problems that need to be resolved. However, believe me, South Asian countries will be the center of the world in the next 10-20 years thanks to their huge population and improved economic and social efforts.",@UniversalWiz69
@Username78952,"​​@@ngothuat2045East and South Asian region was always been cultural and economic hub in the world through out history of human civilization. So sooner or later everything goes fine ,they will claim their position in the world as a strong nations. East Asians are already prospering though",@UniversalWiz69
@minorukageno1506,"I think corruption is not a problem of any specific country in the world. It has been a problem that has been plaguing the world for a long time. Even in our own country, Vietnam, there are many corrupt people, some people even help those people by paying bribes.",@UniversalWiz69
@chz3710,"Wealth of a nation is decided by the political institutions that they have,",
@luongo7886,"Vietnamese guy here.

Thank you for this truthful video about Vietnam. I especially like the fact you made about how it was the Vietnamese people and NOT the communist party that lifted Vietnam out of poverty. You should have also stressed the fact that it was because of communism, Vietnam became poor and was on the verge of mass starvation a la North Korea.

In spite of everything achieved the past 20 years, Vietnam is STILL A POOR nation. Low salary, low productivity, low transparency, high corruption coupled with lack of freedom of the press, speech and other basic human rights are all holding Vietnam back from being a great, rich and strong nation like Japan. And the source of all of Vietnam's problems is the CORRUPT AND INCOMPETENT COMMUNIST PARTY that must be overthrown immediately!!!",
@evernam993m8,Vietnamese in orange district with 3 sticks? No thanks😂,@luongo7886
@vantiennguyen8820,"Bình tĩnh nào anh bạn , bạn có kế hoạch nào khi đã lật đổ họ không ? Nếu không thì rắc rối còn lớn hơn nữa đấy",@luongo7886
@luongo7886,"@@vantiennguyen8820 Tối lúc nào cũng bình tĩnh hết.

Về việc lật đổ bọn khốn nạn cộng sản ở Việt Nam, tôi hỏi bạn làm sao Đông Âu và nước Nga lật đổ bọn khốn nạn cộng sản ở nước họ?",@luongo7886
